verified,diggCount,musicOriginal,hashtags,mentions,duration,hour,dayOfTheWeek,shareCount,commentCount,playCount,count_mean,z_score
0,13,1,0,0,14,19,2,10,0,465,465.0,-0.2617871085657394
0,22,0,11,0,10,18,5,0,2,484,484.0,-0.2617768582281252
0,93,1,6,0,15,9,6,2,2,5377,5377.0,-0.25913712654673887
0,124,1,6,0,10,13,2,1,5,1418,1418.0,-0.26127297321066867
0,142,1,3,0,14,14,3,69,12,1853,1853.0,-0.2610382944284485
0,143,1,0,0,15,13,1,8,4,1084,1084.0,-0.2614531633560974
0,149,1,6,0,11,10,1,62,42,3378,3378.0,-0.26021556996204465
0,154,1,3,0,15,15,3,1,2,3854,3854.0,-0.259958772030236
0,168,1,7,0,15,7,5,8,14,6046,6046.0,-0.258776206764428
0,198,1,6,0,15,6,7,8,4,1896,1896.0,-0.2610150962959532
0,206,1,5,0,15,3,4,0,7,4620,4620.0,-0.2595455215769472
0,208,1,0,0,8,16,7,7,3,49000,49000.0,-0.23560289087596156
0,218,1,17,0,8,13,5,1,18,3313,3313.0,-0.26025063690651434
0,227,1,0,0,11,10,7,0,4,62200,62200.0,-0.22848160369135112
0,247,0,5,0,15,11,6,5,0,51900,51900.0,-0.2340383656611608
0,250,0,9,0,20,15,4,1,1,10600,10600.0,-0.25631936268573735
0,262,1,6,0,19,12,3,22,13,40300,40300.0,-0.2402964665203639
0,274,1,5,1,15,13,7,2,3,3456,3456.0,-0.2601734896286811
0,277,1,13,0,18,11,4,78,5,6893,6893.0,-0.25831925750341544
0,288,1,9,3,15,7,3,9,16,4100,4100.0,-0.2598260571327046
0,307,1,6,0,15,14,2,0,5,977,977.0,-0.26151088894160907
0,368,1,4,0,20,13,7,1,13,5189,5189.0,-0.2592385509399743
0,379,1,7,1,12,16,5,97,192,20200,20200.0,-0.2511402447332934
0,389,1,3,1,5,18,2,0,19,22000,22000.0,-0.2501691601172102
0,391,1,9,0,14,14,3,2,10,40500,40500.0,-0.24018856822968798
0,393,1,1,0,9,13,7,2,52,11400,11400.0,-0.2558877695230337
0,428,1,0,0,12,23,3,0,4,8916,8916.0,-0.2572278662932286
0,441,0,3,0,7,19,2,15,7,58900,58900.0,-0.23026192548750374
0,447,1,13,0,16,18,1,10,75,26200,26200.0,-0.24790329601301594
0,458,1,10,0,14,3,4,3,8,943,943.0,-0.26152923165102393
0,498,0,4,0,7,1,2,8,329,31700,31700.0,-0.24493609301942826
0,499,0,10,0,5,3,1,1,12,28100,28100.0,-0.24687826225159473
0,499,1,0,0,11,2,3,1,12,15300,15300.0,-0.25378375285485333
0,507,1,1,0,54,9,5,0,23,7037,7037.0,-0.2582415707341288
0,513,1,4,0,14,19,5,6,11,65800,65800.0,-0.22653943445918465
0,515,1,1,0,10,13,3,0,18,10300,10300.0,-0.25648121012175124
0,561,1,13,0,15,14,4,5,1090,9843,9843.0,-0.2567277577159457
0,570,1,7,0,6,14,3,0,3,3637,3637.0,-0.26007584167561937
0,572,1,0,0,12,15,3,39,38,5127,5127.0,-0.2592719994100838
0,575,0,4,0,9,20,7,1,8,32800,32800.0,-0.24434265242071074
0,580,0,4,0,7,21,4,256,0,85600,85600.0,-0.215857503682269
0,581,0,2,0,11,21,5,8,8,19900,19900.0,-0.25130209216930727
0,586,1,0,0,15,16,7,4,8,8766,8766.0,-0.2573087900112355
0,587,1,4,1,5,18,6,3,19,52100,52100.0,-0.23393046737048487
0,613,1,9,0,8,16,1,4,54,20400,20400.0,-0.2510323464426175
0,617,1,6,1,24,20,2,2,36,33600,33600.0,-0.24391105925800707
0,640,1,12,0,39,14,1,20,15,27500,27500.0,-0.2472019571236225
0,643,1,9,0,7,13,7,1,61,11900,11900.0,-0.2556180237963439
0,646,0,1,0,13,18,7,1,27,34500,34500.0,-0.24342551694996545
0,651,0,0,0,21,17,6,11,42,81600,81600.0,-0.21801546949578732
0,657,1,3,0,8,19,3,42,11,43600,43600.0,-0.2385161447242113
0,678,1,4,0,42,17,5,39,329,27700,27700.0,-0.24709405883294658
0,689,1,5,0,8,21,3,3,36,14900,14900.0,-0.2539995494362052
0,700,1,5,0,9,1,4,8,68,35800,35800.0,-0.242724178060572
0,712,0,9,0,60,13,5,5,24,6458,6458.0,-0.25855393628563555
0,712,1,5,0,7,9,1,11,4,31900,31900.0,-0.24482819472875234
0,720,0,0,0,13,13,7,0,15,11300,11300.0,-0.2559417186683717
0,732,1,10,0,15,15,4,10,1206,23200,23200.0,-0.24952177037315468
0,734,0,12,0,15,16,2,1,54,8071,8071.0,-0.2576837365713343
0,738,1,6,0,10,15,5,48,19,37700,37700.0,-0.2416991442991508
0,798,1,1,1,5,11,6,6,16,35900,35900.0,-0.24267022891523404
0,801,0,4,0,14,8,5,15,34,8223,8223.0,-0.2576017338704206
0,802,1,1,0,10,14,5,0,33,45300,45300.0,-0.237599009253466
0,810,1,1,1,15,14,3,9,8,50500,50500.0,-0.2347936536958922
0,826,1,0,0,8,13,7,0,5,16400,16400.0,-0.2531903122561358
0,831,1,8,1,35,19,3,10,37,6599,6599.0,-0.25847786799070904
0,833,1,2,2,15,10,7,2,6,9373,9373.0,-0.2569813186990341
0,837,1,14,0,9,19,3,1,13,49600,49600.0,-0.23527919600393382
0,886,1,8,0,15,14,2,85,87,36700,36700.0,-0.24223863575253038
0,890,1,0,0,15,5,3,1,2,32000,32000.0,-0.2447742455834144
0,893,1,0,1,13,13,3,1,18,35900,35900.0,-0.24267022891523404
0,899,1,3,1,8,19,6,7,88,35900,35900.0,-0.24267022891523404
0,937,0,2,0,13,18,6,6,26,44600,44600.0,-0.2379766532708317
0,937,1,1,1,15,20,1,6,12,27200,27200.0,-0.24736380455963636
0,971,1,14,0,18,20,4,9,11,79000,79000.0,-0.21941814727457423
0,988,1,3,0,15,1,7,45,14,65200,65200.0,-0.2268631293312124
0,1016,0,3,0,13,20,7,19,31,56700,56700.0,-0.2314488066849388
0,1018,1,5,0,30,20,6,2,13,10900,10900.0,-0.25615751524972347
0,1051,1,6,0,6,18,4,25,218,35200,35200.0,-0.24304787293259975
0,1055,1,2,0,19,13,3,7,4,22200,22200.0,-0.25006126182653426
0,1086,0,1,0,13,4,7,6,36,48600,48600.0,-0.23581868745731338
0,1086,1,4,0,9,17,6,13,7,27900,27900.0,-0.24698616054227066
0,1086,1,7,0,15,15,2,32,29,48000,48000.0,-0.23614238232934115
0,1089,1,2,0,8,19,2,10,6,32300,32300.0,-0.24461239814740052
0,1090,1,14,0,8,16,2,7,50,10100,10100.0,-0.25658910841242716
0,1091,1,0,0,41,7,2,122,15,9247,9247.0,-0.2570492946221599
0,1100,1,11,0,14,3,6,14,63,30100,30100.0,-0.2457992793448356
0,1105,1,10,0,11,20,2,39,85,6792,6792.0,-0.2583737461402068
0,1106,1,4,3,54,21,7,70,80,22500,22500.0,-0.24989941439052038
0,1112,1,0,0,28,22,3,291,107,69700,69700.0,-0.2244354177910043
0,1116,1,8,1,41,15,2,23,123,12200,12200.0,-0.25545617636033
0,1125,1,2,0,22,18,4,35,16,9725,9725.0,-0.2567914177074445
0,1176,0,5,1,15,13,7,6,35,80600,80600.0,-0.2185549609491669
0,1188,1,6,1,15,8,5,1,8,31300,31300.0,-0.2451518896007801
0,1194,1,11,0,15,18,2,1,8,7090,7090.0,-0.25821297768709967
0,1222,0,9,0,10,12,6,7,25,9282,9282.0,-0.25703041242129165
0,1236,1,8,0,12,19,1,4,0,13700,13700.0,-0.25464693918026066
0,1242,1,3,0,13,19,7,32,104,62900,62900.0,-0.22810395967398542
0,1246,1,3,0,13,15,1,94,65,46000,46000.0,-0.2372213652361003
0,1251,1,5,0,9,11,5,46,27,50400,50400.0,-0.23484760284123016
0,1257,1,0,0,25,16,5,5,4,19300,19300.0,-0.25162578704133504
0,1269,0,3,0,7,16,5,10,29,226500,226500.0,-0.13984315790108645
0,1269,1,1,0,10,17,3,29,10,259400,259400.0,-0.12209388908489835
0,1283,0,5,0,6,10,1,36,116,59400,59400.0,-0.22999217976081396
0,1287,1,0,0,10,9,6,2,55,33700,33700.0,-0.2438571101126691
0,1319,1,13,0,18,19,4,7,14,25800,25800.0,-0.24811909259436776
0,1325,0,0,0,15,18,4,8,117,57400,57400.0,-0.2310711626675731
0,1334,1,6,0,8,0,4,6,23,9315,9315.0,-0.25701260920333013
0,1335,0,7,0,23,9,2,1,32,12800,12800.0,-0.2551324814883023
0,1338,1,0,0,14,0,5,61,13,10600,10600.0,-0.25631936268573735
0,1339,0,4,0,59,12,2,128,43,16900,16900.0,-0.252920566529446
0,1339,1,0,0,11,21,2,31,26,28200,28200.0,-0.2468243131062568
0,1371,1,5,0,13,11,1,148,89,44000,44000.0,-0.23830034814285944
0,1373,1,3,0,9,19,7,10,10,76800,76800.0,-0.2206050284720093
0,1374,1,9,0,47,2,6,8,29,6903,6903.0,-0.25831386258888167
0,1386,0,1,0,13,2,1,68,75,43900,43900.0,-0.2383542972881974
0,1396,1,3,0,8,14,4,33,10,41200,41200.0,-0.23981092421232228
0,1397,1,4,1,15,9,5,61,297,44600,44600.0,-0.2379766532708317
0,1401,1,0,0,18,14,7,1,5,12300,12300.0,-0.25540222721499206
0,1411,1,0,0,14,10,7,24,27,18700,18700.0,-0.2519494819133628
0,1415,1,8,0,31,2,4,9,46,28600,28600.0,-0.24660851652490495
0,1425,1,0,0,7,16,4,19,31,56800,56800.0,-0.23139485753960085
0,1428,1,9,0,29,2,6,66,22,24800,24800.0,-0.24865858404774735
0,1443,1,16,0,40,20,6,4,52,34500,34500.0,-0.24342551694996545
0,1466,0,9,0,20,15,3,17,23,102800,102800.0,-0.20657825068414026
0,1472,1,9,0,10,11,7,114,39,49400,49400.0,-0.23538709429460974
0,1475,1,0,0,12,18,4,27,0,142600,142600.0,-0.18510649083963307
0,1493,1,2,1,35,21,5,9,38,46100,46100.0,-0.23716741609076233
0,1504,1,4,0,7,1,5,4,65,24800,24800.0,-0.24865858404774735
0,1515,1,5,0,6,16,2,416,17,106800,106800.0,-0.20442028487062194
0,1525,1,0,0,9,4,2,0,93,10400,10400.0,-0.2564272609764133
0,1535,0,5,0,19,16,6,159,96,47300,47300.0,-0.23652002634670685
0,1546,1,6,0,14,12,7,18,38,12800,12800.0,-0.2551324814883023
0,1567,1,13,0,9,7,6,19,44,107500,107500.0,-0.20404264085325624
0,1579,1,3,0,13,10,6,8,13,55600,55600.0,-0.23204224728365636
0,1587,1,0,0,8,14,5,113,30,44800,44800.0,-0.23786875498015578
0,1590,0,8,0,8,6,3,19,34,70600,70600.0,-0.2239498754829627
0,1593,0,4,0,9,15,7,4,54,13000,13000.0,-0.2550245831976264
0,1620,0,6,0,9,12,5,18,94,89200,89200.0,-0.21391533445010252
0,1620,0,7,0,10,18,1,0,25,71300,71300.0,-0.22357223146559696
0,1650,1,8,0,41,2,5,26,37,30100,30100.0,-0.2457992793448356
0,1651,0,2,0,10,14,5,15,37,46900,46900.0,-0.23673582292805867
0,1657,0,15,0,58,18,2,45,143,40500,40500.0,-0.24018856822968798
0,1671,1,0,0,15,9,7,6,62,9615,9615.0,-0.25685076176731625
0,1688,0,1,0,13,15,3,441,13,64300,64300.0,-0.227348671639254
0,1689,1,2,1,15,21,5,11,46,50500,50500.0,-0.2347936536958922
0,1693,1,2,0,15,13,2,28,168,61500,61500.0,-0.22885924770871685
0,1698,0,0,0,15,9,5,44,5,44500,44500.0,-0.23803060241616966
0,1707,1,9,0,34,2,5,53,39,29200,29200.0,-0.2462848216528772
0,1714,0,3,0,15,9,6,17,141,23600,23600.0,-0.24930597379180283
0,1723,0,4,1,15,14,4,2,68,26900,26900.0,-0.24752565199565024
0,1723,1,0,0,10,18,7,21,79,72300,72300.0,-0.2230327400122174
0,1742,0,7,0,52,3,1,75,86,44100,44100.0,-0.2382463989975215
0,1744,0,2,0,8,0,3,194,290,191400,191400.0,-0.15877930791470965
0,1744,1,5,0,12,7,4,1,12,11300,11300.0,-0.2559417186683717
0,1754,1,3,1,6,13,5,15,14,66400,66400.0,-0.2262157395871569
0,1759,1,0,0,14,6,1,1,7,27800,27800.0,-0.24704010968760862
0,1763,1,5,0,6,10,3,25,68,31300,31300.0,-0.2451518896007801
0,1763,1,5,0,15,16,5,90,12,24200,24200.0,-0.2489822789197751
0,1770,1,10,0,35,1,4,38,29,25400,25400.0,-0.2483348891757196
0,1778,1,8,1,15,9,4,2,55,28600,28600.0,-0.24660851652490495
0,1783,0,7,0,7,15,2,5,4,202900,202900.0,-0.1525751562008445
0,1791,0,15,0,29,11,7,3,36,44600,44600.0,-0.2379766532708317
0,1794,1,8,0,15,11,5,8,15,74500,74500.0,-0.22184585881478233
0,1795,1,5,0,21,17,2,18,78,87900,87900.0,-0.21461667333949597
0,1805,1,4,0,11,20,4,34,57,64400,64400.0,-0.22729472249391605
0,1806,0,7,0,15,12,7,2,7,49000,49000.0,-0.23560289087596156
0,1816,1,6,1,13,20,1,7,66,23100,23100.0,-0.24957571951849264
0,1829,1,0,0,10,12,5,44,371,63200,63200.0,-0.22794211223797156
0,1833,1,6,0,29,12,2,28,87,27600,27600.0,-0.24714800797828454
0,1842,1,9,1,30,2,5,18,87,25900,25900.0,-0.24806514344902983
0,1846,1,5,0,13,22,5,30,53,24900,24900.0,-0.2486046349024094
0,1859,1,4,1,12,19,1,3,55,30300,30300.0,-0.24569138105415966
0,1861,1,0,0,13,19,3,2,4,19800,19800.0,-0.25135604131464523
0,1868,1,6,0,15,15,7,123,263,12100,12100.0,-0.255510125505668
0,1869,1,0,0,34,6,5,3,5,21500,21500.0,-0.25043890584389994
0,1870,1,0,0,6,13,5,9,60,36000,36000.0,-0.24261627976989608
0,1882,1,4,0,7,18,5,26,24,70800,70800.0,-0.22384197719228677
0,1885,1,8,0,15,21,4,44,42,39200,39200.0,-0.24088990711908143
0,1915,1,0,0,15,5,4,3,10,9667,9667.0,-0.2568227082117405
0,1933,1,0,0,53,15,3,5,28,49400,49400.0,-0.23538709429460974
0,1957,0,9,0,51,23,7,69,46,45000,45000.0,-0.23776085668947988
0,1993,1,2,0,12,3,6,6,34,86500,86500.0,-0.2153719613742274
0,2008,0,18,1,14,12,3,14,678,99700,99700.0,-0.20825067418961696
0,2018,1,1,0,22,11,7,5,2,25100,25100.0,-0.24849673661173347
0,2021,0,9,0,53,1,3,78,89,25500,25500.0,-0.24828094003038165
0,2029,0,9,0,14,17,5,8,27,26900,26900.0,-0.24752565199565024
0,2031,1,6,0,7,1,5,30,84,56300,56300.0,-0.23166460326629065
0,2031,1,7,0,6,11,5,208,59,110300,110300.0,-0.20253206478379343
0,2036,0,9,1,27,2,2,20,16,40800,40800.0,-0.2400267207936741
0,2053,0,5,0,7,17,7,62,42,46800,46800.0,-0.23678977207339663
0,2079,1,4,0,10,17,5,43,101,64800,64800.0,-0.22707892591256423
0,2080,0,4,0,9,12,6,17,19,39300,39300.0,-0.24083595797374346
0,2083,0,3,1,7,1,7,2,19,88900,88900.0,-0.2140771818861164
0,2098,1,8,0,15,15,1,28,70,36700,36700.0,-0.24223863575253038
0,2105,1,9,0,11,15,1,8,41,45500,45500.0,-0.23749111096279008
0,2111,0,12,0,8,3,6,44,37,97100,97100.0,-0.20965335196840384
0,2125,1,0,0,8,15,1,573,38,36900,36900.0,-0.24213073746185446
0,2129,1,0,0,12,21,1,24,80,11900,11900.0,-0.2556180237963439
0,2137,1,3,0,10,18,3,115,216,47400,47400.0,-0.2364660772013689
0,2157,1,0,0,10,1,4,27,24,35100,35100.0,-0.2431018220779377
0,2163,0,6,1,8,15,4,51,22,35100,35100.0,-0.2431018220779377
0,2164,0,4,0,12,16,3,7,75,42300,42300.0,-0.23921748361360473
0,2171,1,0,0,22,4,5,2,12,14000,14000.0,-0.25448509174424677
0,2187,1,6,0,9,17,3,6,27,34900,34900.0,-0.2432097203686136
0,2190,1,6,0,7,14,1,70,74,35400,35400.0,-0.24293997464192382
0,2212,1,3,1,15,17,3,8,147,35200,35200.0,-0.24304787293259975
0,2223,1,0,4,10,11,1,36,12,21600,21600.0,-0.250384956698562
0,2231,1,6,0,12,14,1,2,18,6703,6703.0,-0.2584217608795576
0,2232,1,6,1,4,18,4,19,27,47900,47900.0,-0.2361963314746791
0,2233,0,4,0,10,16,2,17,16,39700,39700.0,-0.24062016139239165
0,2243,0,12,0,9,15,7,42,36,396700,396700.0,-0.04802171253588228
0,2247,1,9,0,15,16,5,1,60,42000,42000.0,-0.23937933104961862
0,2264,1,3,0,12,17,1,48,60,81800,81800.0,-0.2179075712051114
0,2266,1,4,0,7,17,4,12,25,41800,41800.0,-0.2394872293402945
0,2287,1,3,1,15,12,4,22,63,28700,28700.0,-0.246554567379567
0,2308,0,7,0,34,18,2,74,97,31000,31000.0,-0.24531373703679396
0,2315,1,9,0,43,3,3,147,31,35700,35700.0,-0.24277812720590994
0,2322,1,4,0,9,13,2,84,45,94300,94300.0,-0.21116392803786668
0,2349,1,0,0,14,5,6,8,20,22700,22700.0,-0.24979151609984446
0,2380,1,4,0,8,14,7,106,73,57200,57200.0,-0.23117906095824903
0,2384,0,5,0,10,19,6,28,60,34300,34300.0,-0.24353341524064137
0,2395,0,6,3,29,17,1,269,38,85900,85900.0,-0.21569565624625514
0,2397,1,1,0,7,0,5,7,37,211800,211800.0,-0.14777368226576626
0,2405,1,8,0,25,9,2,15,48,96400,96400.0,-0.21003099598576958
0,2408,1,8,0,35,5,6,87,148,19400,19400.0,-0.2515718378959971
0,2409,1,9,0,14,1,5,37,76,36000,36000.0,-0.24261627976989608
0,2428,1,4,0,15,0,1,78,33,65200,65200.0,-0.2268631293312124
0,2444,1,4,0,8,20,4,8,18,45900,45900.0,-0.23727531438143826
0,2445,1,7,1,10,18,5,120,183,32600,32600.0,-0.24445055071138663
0,2462,0,7,0,15,11,5,5,18,65700,65700.0,-0.2265933836045226
0,2471,0,11,0,25,20,3,7,10,157200,157200.0,-0.17722991562029122
0,2475,0,9,0,11,4,6,11,11,92400,92400.0,-0.21218896179928787
0,2485,1,0,0,26,7,6,43,23,26100,26100.0,-0.2479572451583539
0,2488,1,2,0,15,10,2,217,39,67800,67800.0,-0.2254604515524255
0,2489,1,5,0,13,15,2,22,29,11000,11000.0,-0.2561035661043855
0,2497,1,5,0,14,12,2,27,28,45500,45500.0,-0.23749111096279008
0,2501,1,7,0,11,11,3,16,44,71400,71400.0,-0.22351828232025903
0,2520,1,0,0,7,17,3,7,43,30300,30300.0,-0.24569138105415966
0,2566,1,8,1,15,17,1,9,96,31800,31800.0,-0.2448821438740903
0,2584,0,7,1,15,20,2,31,150,51000,51000.0,-0.23452390796920242
0,2598,1,5,0,11,0,5,8,66,50300,50300.0,-0.23490155198656812
0,2685,1,13,0,15,16,5,116,48,67100,67100.0,-0.2258380955697912
0,2698,1,3,0,15,1,3,134,185,48600,48600.0,-0.23581868745731338
0,2704,1,3,0,15,5,3,25,48,35000,35000.0,-0.24315577122327567
0,2746,1,0,1,59,3,6,8,58,24900,24900.0,-0.2486046349024094
0,2766,1,7,0,8,16,5,4,69,45700,45700.0,-0.23738321267211418
0,2802,0,7,0,14,15,4,24,50,58900,58900.0,-0.23026192548750374
0,2809,0,1,0,13,23,2,46,20,37700,37700.0,-0.2416991442991508
0,2883,0,10,0,30,15,1,250,73,95400,95400.0,-0.21057048743914913
0,2906,1,6,0,15,12,3,82,49,436400,436400.0,-0.026603901836713028
0,2914,0,4,0,10,12,4,165,19,23300,23300.0,-0.24946782122781672
0,2925,1,10,0,15,17,6,22,120,51300,51300.0,-0.23436206053318853
0,2932,1,9,0,23,13,1,439,91,40800,40800.0,-0.2400267207936741
0,2940,1,1,0,13,20,6,20,52,47700,47700.0,-0.236304229765355
0,2961,1,4,0,13,12,6,17,38,83200,83200.0,-0.21715228317038
0,2973,1,14,0,6,15,2,130,118,44400,44400.0,-0.23808455156150762
0,2992,0,0,0,17,19,4,0,27,61300,61300.0,-0.22896714599939275
0,3055,1,3,0,21,1,7,8,54,88300,88300.0,-0.21440087675814415
0,3066,1,0,0,10,11,4,60,171,47400,47400.0,-0.2364660772013689
0,3067,1,6,1,50,17,2,97,78,26600,26600.0,-0.2476874994316641
0,3077,1,4,0,15,19,7,8,42,40900,40900.0,-0.23997277164833614
0,3080,1,3,0,15,12,2,27,32,39900,39900.0,-0.24051226310171572
0,3090,1,16,0,15,13,4,20,89,36300,36300.0,-0.2424544323338822
0,3118,1,5,0,30,14,6,41,406,31100,31100.0,-0.245259787891456
0,3119,1,6,0,8,14,3,11,9,60900,60900.0,-0.2291829425807446
0,3123,0,1,1,18,19,3,48,150,128500,128500.0,-0.1927133203322851
0,3139,1,6,1,57,14,5,49,135,23400,23400.0,-0.24941387208247875
0,3142,1,13,0,9,18,4,11,160,36900,36900.0,-0.24213073746185446
0,3161,0,6,0,26,15,4,342,81,39700,39700.0,-0.24062016139239165
0,3181,1,6,1,15,0,3,3,16,33700,33700.0,-0.2438571101126691
0,3186,0,9,0,15,10,2,14,24,91300,91300.0,-0.21278240239800542
0,3200,0,0,0,15,18,5,27,36,71000,71000.0,-0.22373407890161084
0,3205,1,0,0,10,5,4,41,60,45000,45000.0,-0.23776085668947988
0,3218,0,4,0,14,16,4,47,172,52700,52700.0,-0.23360677249845713
0,3230,0,5,0,20,13,6,46,114,41900,41900.0,-0.23943328019495658
0,3257,1,6,2,13,17,4,96,13,65300,65300.0,-0.22680918018587445
0,3260,0,11,0,52,2,6,66,31,36600,36600.0,-0.24229258489786834
0,3275,1,3,0,8,13,4,338,159,65900,65900.0,-0.22648548531384669
0,3307,1,2,0,15,17,1,25,78,47200,47200.0,-0.2365739754920448
0,3324,1,7,1,36,16,4,28,115,49100,49100.0,-0.2355489417306236
0,3329,1,3,0,8,4,1,12,36,105700,105700.0,-0.2050137254693395
0,3337,1,0,0,14,7,1,56,48,81700,81700.0,-0.21796152035044936
0,3347,1,5,0,10,11,7,873,0,55100,55100.0,-0.23231199301034614
0,3355,1,0,0,10,7,2,47,28,43500,43500.0,-0.23857009386954925
0,3372,1,9,0,17,21,5,23,56,226700,226700.0,-0.13973525961041056
0,3373,1,2,0,15,23,5,27,121,38500,38500.0,-0.24126755113644713
0,3376,1,7,2,10,8,2,9,13,52400,52400.0,-0.23376861993447098
0,3380,0,10,0,25,12,7,55,103,24000,24000.0,-0.249090177210451
0,3386,0,17,0,29,16,5,1,36,60300,60300.0,-0.22950663745277233
0,3402,0,11,0,12,18,1,14,26,38100,38100.0,-0.24148334771779897
0,3412,1,2,0,29,19,4,56,128,35500,35500.0,-0.24288602549658586
0,3412,1,6,0,6,15,1,145,36,41200,41200.0,-0.23981092421232228
0,3414,1,0,0,18,16,4,66,38,33700,33700.0,-0.2438571101126691
0,3434,0,5,0,13,21,4,39,82,33800,33800.0,-0.24380316096733115
0,3435,1,8,1,16,10,1,246,30,71700,71700.0,-0.22335643488424514
0,3440,1,12,0,33,18,7,26,7,47100,47100.0,-0.23662792463738275
0,3450,1,0,0,10,11,3,3,14,29200,29200.0,-0.2462848216528772
0,3504,0,9,0,51,3,2,131,122,51200,51200.0,-0.2344160096785265
0,3542,1,3,0,8,13,3,41,39,51800,51800.0,-0.23409231480649875
0,3564,0,1,3,10,19,4,18,71,28300,28300.0,-0.24677036396091884
0,3573,1,4,1,10,20,5,7,91,25500,25500.0,-0.24828094003038165
0,3576,1,4,0,5,1,4,26,40,32800,32800.0,-0.24434265242071074
0,3603,0,0,0,15,7,4,38,68,86800,86800.0,-0.21521011393821352
0,3644,0,6,0,10,13,2,7,19,47700,47700.0,-0.236304229765355
0,3657,1,4,0,6,12,3,54,14,58200,58200.0,-0.23063956950486944
0,3697,1,8,0,17,13,7,41,37,92000,92000.0,-0.2124047583806397
0,3710,0,0,0,15,14,4,50,68,44800,44800.0,-0.23786875498015578
0,3716,1,0,0,23,6,7,32,47,124400,124400.0,-0.1949252352911414
0,3719,1,2,0,15,14,6,40,80,45500,45500.0,-0.23749111096279008
0,3725,1,10,0,8,15,2,13,26,32000,32000.0,-0.2447742455834144
0,3755,1,7,0,15,14,1,6,55,33500,33500.0,-0.24396500840334504
0,3808,1,3,0,11,20,4,212,183,53000,53000.0,-0.23344492506244324
0,3810,0,2,1,59,22,2,305,706,56800,56800.0,-0.23139485753960085
0,3824,1,5,0,33,17,3,53,107,51000,51000.0,-0.23452390796920242
0,3832,0,3,3,12,9,7,13,70,46000,46000.0,-0.2372213652361003
0,3836,0,2,1,22,12,4,11,404,40100,40100.0,-0.2404043648110398
0,3854,1,9,0,52,3,2,46,91,41600,41600.0,-0.23959512763097043
0,3860,1,13,0,23,17,4,669,68,71500,71500.0,-0.22346433317492106
0,3874,1,3,0,15,12,4,716,94,95800,95800.0,-0.21035469085779732
0,3903,1,0,0,15,7,7,3,65,41600,41600.0,-0.23959512763097043
0,3919,1,5,0,9,5,1,38,66,46700,46700.0,-0.2368437212187346
0,3932,1,10,1,46,3,4,13,71,66100,66100.0,-0.2263775870231708
0,3965,0,12,0,15,5,6,13,75,26200,26200.0,-0.24790329601301594
0,3997,1,10,0,13,12,4,2,23,34700,34700.0,-0.24331761865928953
0,4012,1,9,0,14,16,2,24,93,316800,316800.0,-0.09112707966091056
0,4024,0,9,0,8,19,2,20,108,25200,25200.0,-0.24844278746639553
0,4029,1,0,0,24,20,7,0,95,44000,44000.0,-0.23830034814285944
0,4045,1,1,2,11,13,1,377,224,84100,84100.0,-0.21666674086233836
0,4053,0,5,0,13,0,4,56,88,67000,67000.0,-0.22589204471512916
0,4053,1,0,0,14,8,2,78,60,32000,32000.0,-0.2447742455834144
0,4074,1,12,0,13,21,2,23,78,37500,37500.0,-0.24180704258982672
0,4075,0,7,0,30,16,3,9,22,358500,358500.0,-0.06863028605498216
0,4124,1,4,0,15,1,6,130,62,69900,69900.0,-0.2243275195003284
0,4141,0,4,0,13,0,4,132,140,42000,42000.0,-0.23937933104961862
0,4147,1,2,0,11,17,2,567,1756,18000,18000.0,-0.2523271259307285
0,4165,1,3,0,8,14,7,59,134,70800,70800.0,-0.22384197719228677
0,4171,1,7,0,15,13,5,35,31,28700,28700.0,-0.246554567379567
0,4193,1,9,0,8,11,6,12,13,127200,127200.0,-0.19341465922167855
0,4194,1,0,0,11,19,5,29,73,215600,215600.0,-0.14572361474292386
